Device Name,Device Type,Serial Number,Product Number (PN),IP Address,Site,Total Interfaces,Up Links,Down Links,Access Port,UP Link Interfaces,Interface Types,Stack,Active PSU,Non Active PSU,Switch Topology,Switch Mode,PSU Count,PSU Model,Total Power Capacity,Power Output (W),Power Input (W),Energy Efficiency%,Power Consumption,Input Packets,Output Packets,RX (MB),TX (MB),Data Traffic Consumed (MB),Data Traffic Consumed (GB),Data Traffic Allocated (MB),Data Throughput per Watt (MB/W),DataTraffic Utilization%,Carbon Emission (kgCO₂),Carbon Emission (tonCO₂),HW End-of-Life (EoL),HW End-of-Support (EoS),HW Last Day of Support,HW Last Date of RFA,HW Security Support EoS,SW Maintenance EoL,SW Vulnerability Support EoS,Error Message
CEUA1842I01R01SW02,cisco_xe,FOC2234Z0KD,C9300-24P,172.31.24.166,Al Taweelah,45,27,18,24,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/24, GigabitEthernet1/1/1, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,12100,21010,57.59,0.1663,69194318,87205774,43221.131,83088.892,126310.023,123.35,6030000,6.012,2.094694,4.8896,0.0049,,,,,,,,Successfully connected to device.
CEUAEPMOCBN4R1S01,cisco_ios,FCW2233L0CL,C9300-48U,172.31.27.91,Al Taweelah,70,36,34,48,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/22, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/36, GigabitEthernet1/0/42, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/3, AppGigabitEthernet1/0/1, Port-channel1, Port-channel2","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,0,Standalone,Power sharing,1,PWR-C1-1100WAC,1100,3076,5346,57.54,0.0172,249271458,202973741,188973.748,122229.631,311203.379,303.91,21987000,58.212,1.415397,1.243,0.0012,,,,,,,,Successfully connected to device.
CEUA3-5751-01I01R01SW01,cisco_xe,FCW2242EH8F,C9300-48U,172.31.54.48,Al Taweelah,134,60,74,48,"Vlan99, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/9, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/35, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/14, GigabitEthernet2/0/17, GigabitEthernet2/0/25, GigabitEthernet2/0/27, GigabitEthernet2/0/29, GigabitEthernet2/0/30, GigabitEthernet2/0/31, GigabitEthernet2/0/32, GigabitEthernet2/0/33, GigabitEthernet2/0/35, GigabitEthernet2/0/36, GigabitEthernet2/0/38, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/45, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet2/0/48, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, Port-channel1","2 Virtual, 104 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,6152,10692,57.54,0.01,1300783690,1516918067,439349.894,633961.277,1073311.171,1048.155,62379000,100.385,1.720629,2.486,0.0025,,,,,,,,Successfully connected to device.
CEUA2-1841-01R02SW01,cisco_ios,FCW2234E0JV,C9300-48U,172.31.86.48,Al Taweelah,134,62,72,48,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/5, GigabitEthernet1/0/8, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/28, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/39, GigabitEthernet1/0/46, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/3, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/10, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/19, GigabitEthernet2/0/20, GigabitEthernet2/0/22, GigabitEthernet2/0/23, GigabitEthernet2/0/27, GigabitEthernet2/0/29, GigabitEthernet2/0/30, GigabitEthernet2/0/31, GigabitEthernet2/0/32, GigabitEthernet2/0/33, GigabitEthernet2/0/34, GigabitEthernet2/0/36, GigabitEthernet2/0/37, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet2/0/48, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1","2 Virtual, 104 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,6150,10692,57.52,0.0143,380145235,413703141,369413.714,376777.609,746191.323,728.702,60772500,69.79,1.227844,2.4852,0.0025,,,,,,,,Successfully connected to device.
CEUA8KB9IDF1R1SW1,cisco_ios,FDO2035B0RM,WS-C2960XR-48FPD-I,172.31.30.14,Al Taweelah,264,118,146,48,"Vlan1000, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/25, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/18, GigabitEthernet2/0/19, GigabitEthernet2/0/20, GigabitEthernet2/0/22, GigabitEthernet2/0/23, GigabitEthernet2/0/24, GigabitEthernet2/0/25, GigabitEthernet2/0/26, GigabitEthernet2/0/27, GigabitEthernet2/0/29, GigabitEthernet2/0/30, GigabitEthernet2/0/31, GigabitEthernet2/0/34, GigabitEthernet2/0/37, GigabitEthernet2/0/38, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/43, GigabitEthernet2/0/47, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, GigabitEthernet3/0/1, GigabitEthernet3/0/3, GigabitEthernet3/0/4, GigabitEthernet3/0/5, GigabitEthernet3/0/6, GigabitEthernet3/0/11, GigabitEthernet3/0/12, GigabitEthernet3/0/13, GigabitEthernet3/0/19, GigabitEthernet3/0/21, GigabitEthernet3/0/22, GigabitEthernet3/0/34, GigabitEthernet3/0/35, GigabitEthernet3/0/43, GigabitEthernet3/0/44, GigabitEthernet3/0/47, GigabitEthernet3/0/48, TenGigabitEthernet3/1/1, AppGigabitEthernet3/0/1, GigabitEthernet4/0/1, GigabitEthernet4/0/2, GigabitEthernet4/0/3, GigabitEthernet4/0/5, GigabitEthernet4/0/6, GigabitEthernet4/0/8, GigabitEthernet4/0/9, GigabitEthernet4/0/11, GigabitEthernet4/0/13, GigabitEthernet4/0/15, GigabitEthernet4/0/16, GigabitEthernet4/0/32, GigabitEthernet4/0/35, GigabitEthernet4/0/36, GigabitEthernet4/0/37, GigabitEthernet4/0/40, GigabitEthernet4/0/41, GigabitEthernet4/0/42, GigabitEthernet4/0/43, GigabitEthernet4/0/44, GigabitEthernet4/0/45, GigabitEthernet4/0/47, GigabitEthernet4/0/48, TenGigabitEthernet4/1/1, AppGigabitEthernet4/0/1, Port-channel1","2 Virtual, 208 Gigabit, 32 TenGigabit, 8 TwentyFiveGigabit, 8 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,12173,21384,56.93,0.016,941427336,997450247,605931.27,726725.318,1332656.588,1301.422,113778000,62.32,1.171278,4.9191,0.0049,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.
CEUA1842I02R02SW02,cisco_xe,FOC2232Z0Y8,C9300-48U,172.31.24.133,Al Taweelah,266,20,246,48,"Vlan1000, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/35, GigabitEthernet1/0/38, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, AppGigabitEthernet2/0/1, TenGigabitEthernet3/1/1, AppGigabitEthernet3/0/1, GigabitEthernet4/0/13, GigabitEthernet4/0/14, GigabitEthernet4/0/15, GigabitEthernet4/0/16, GigabitEthernet4/0/17, GigabitEthernet4/0/18, GigabitEthernet4/0/19, GigabitEthernet4/0/20, AppGigabitEthernet4/0/1, Port-channel1","2 Virtual, 208 Gigabit, 32 TenGigabit, 8 TwentyFiveGigabit, 8 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,12156,21384,56.85,0.323,37366284,46575493,22532.487,43674.041,66206.528,64.655,41130000,3.096,0.160969,4.9122,0.0049,,,,,,,,Successfully connected to device.
CEUAEPMOI3R1SW01,cisco_ios,FCW2230G11W,C9300-48U,172.31.27.75,Al Taweelah,69,20,49,48,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/24, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/47, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3036,5346,56.79,0.0682,65929832,70016428,38856.446,39479.962,78336.408,76.5,16740000,14.653,0.467959,1.2268,0.0012,,,,,,,,Successfully connected to device.
CEUA8KB3FFIDF2R1SW2,cisco_xe,FDO2035B0NC,WS-C2960XR-48FPD-I,172.31.30.23,Al Taweelah,134,55,79,48,"Vlan1000, GigabitEthernet1/0/2, GigabitEthernet1/0/5, GigabitEthernet1/0/7, GigabitEthernet1/0/11, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/17, GigabitEthernet1/0/22, GigabitEthernet1/0/27, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/35, GigabitEthernet1/0/39, GigabitEthernet1/0/41, GigabitEthernet1/0/44, GigabitEthernet1/0/46, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/9, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/18, GigabitEthernet2/0/20, GigabitEthernet2/0/23, GigabitEthernet2/0/24, GigabitEthernet2/0/32, GigabitEthernet2/0/33, GigabitEthernet2/0/35, GigabitEthernet2/0/36, GigabitEthernet2/0/37, GigabitEthernet2/0/38, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/44, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, Port-channel1","2 Virtual, 104 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,"PWR-C1-1100WAC,PWR-C1-715WAC",3630,6062,10692,56.7,0.0865,128882204,124074298,64711.58,58884.347,123595.927,120.699,75060000,11.56,0.164663,2.4497,0.0024,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.
ATA_WAR_RECV2,cisco_ios,FCW2247CH5J,C9300-48P,172.31.182.59,Al Taweelah,67,14,53,48,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/8, GigabitEthernet1/0/43, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1","52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",715,3031,5346,56.7,0.0356,174474259,305251321,69412.382,80709.316,150121.698,146.603,8100000,28.081,1.853354,1.2248,0.0012,,,,,,,,Successfully connected to device.
CEUAEPMOI3R1SW001,cisco_xe,FOC2232Z0YM,C9300-48U,172.31.27.77,Al Taweelah,70,26,44,48,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/13, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/22, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/30, GigabitEthernet1/0/34, GigabitEthernet1/0/38, GigabitEthernet1/0/41, GigabitEthernet1/0/43, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel12","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3014,5346,56.38,0.0732,72396907,67850318,42453.565,30585.608,73039.173,71.327,17289000,13.662,0.42246,1.218,0.0012,,,,,,,,Successfully connected to device.
CEUARED2I01SW01,cisco_ios,FCW2234E0M5,C9300-48U,172.31.71.40,Al Taweelah,69,22,47,48,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/7, GigabitEthernet1/0/9, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/18, GigabitEthernet1/0/23, GigabitEthernet1/0/25, GigabitEthernet1/0/31, GigabitEthernet1/0/35, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3014,5346,56.38,0.0672,78062459,62146990,46889.705,32620.047,79509.753,77.646,14490000,14.873,0.548722,1.218,0.0012,,,,,,,,Successfully connected to device.
CEUA2-6810-01I01R01SW01,cisco_xe,FCW2234L10G,C9300-48U,172.31.35.85,Al Taweelah,69,22,47,48,"Vlan100, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/14, GigabitEthernet1/0/16, GigabitEthernet1/0/21, GigabitEthernet1/0/25, GigabitEthernet1/0/28, GigabitEthernet1/0/31, GigabitEthernet1/0/33, GigabitEthernet1/0/36, GigabitEthernet1/0/38, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3014,5346,56.38,0.0293,139048727,99532112,113812.799,68770.717,182583.516,178.304,50058000,34.153,0.364744,1.218,0.0012,,,,,,,,Successfully connected to device.
CEUA1884-WHI01R01SW01,cisco_xe,FOC2234Z0DJ,C9300-24P,172.31.71.27,Al Taweelah,45,21,24,24,"Vlan99, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",715,2903,5170,56.15,0.0153,189990818,198374964,168384.348,169728.8,338113.148,330.189,10350000,65.399,3.266794,1.1731,0.0012,,,,,,,,Successfully connected to device.
CEUA3-6911-01I01R01SW01,cisco_xe,FCW2234D16J,C9300-48U,172.31.71.100,Al Taweelah,134,44,90,48,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/31, GigabitEthernet1/0/37, GigabitEthernet1/0/39, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/18, GigabitEthernet2/0/19, GigabitEthernet2/0/37, GigabitEthernet2/0/38, GigabitEthernet2/0/42, GigabitEthernet2/0/44, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet2/0/48, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, Port-channel1","2 Virtual, 104 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,6002,10692,56.14,0.0359,277333158,242418311,163793.921,133659.732,297453.653,290.482,64188000,27.82,0.46341,2.4254,0.0024,,,,,,,,Successfully connected to device.
CEUA3830-03I01R01SW01,cisco_xe,FCW2236G03M,C9300-24P,172.31.35.49,Al Taweelah,45,6,39,24,"Vlan99, GigabitEthernet1/0/3, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,2900,5170,56.09,0.0892,44511299,39921791,29186.613,28798.642,57985.255,56.626,12159000,11.216,0.476892,1.1719,0.0012,,,,,,,,Successfully connected to device.
CEUA2885I01R01SW01,cisco_xe,FCW2236C13R,C9300-24P,172.31.35.11,Al Taweelah,86,38,48,24,"Vlan99, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/23, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/15, GigabitEthernet2/0/17, GigabitEthernet2/0/19, GigabitEthernet2/0/20, GigabitEthernet2/0/21, GigabitEthernet2/0/22, GigabitEthernet2/0/23, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, Port-channel1","2 Virtual, 56 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-715WAC,2860,5795,10340,56.04,0.0366,240561128,208024837,153027.948,129416.991,282444.94,275.825,62109000,27.316,0.454757,2.3418,0.0023,,,,,,,,Successfully connected to device.
CEUA4550PORTACABIN,cisco_xe,FCW2239G122,C9300-48U,172.31.54.37,Al Taweelah,69,15,54,48,"Vlan99, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/17, GigabitEthernet1/0/20, GigabitEthernet1/0/23, GigabitEthernet1/0/37, GigabitEthernet1/0/46, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,0,Standalone,Power sharing,1,PWR-C1-1100WAC,1100,2964,5346,55.44,0.0784,73970370,55329669,41927.507,26289.735,68217.242,66.618,10629000,12.76,0.641803,1.1978,0.0012,,,,,,,,Successfully connected to device.
CEUA2885-01I01R01SW2,cisco_xe,FOC2236Q084,C9300-24P,172.31.35.27,Al Taweelah,45,21,24,24,"Vlan99, GigabitEthernet1/0/4, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/15, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,2860,5170,55.32,0.0237,162033013,162055214,109017.433,109287.967,218305.4,213.189,17640000,42.225,1.237559,1.1557,0.0012,,,,,,,,Successfully connected to device.
CEUA3-4411-01I01R01SW01,cisco_xe,FCW2234L0U8,C9300-24P,172.31.35.84,Al Taweelah,45,17,28,24,"Vlan100, GigabitEthernet1/0/2, GigabitEthernet1/0/4, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, TenGigabitEthernet1/1/4, TenGigabitEthernet1/1/5, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,2860,5170,55.32,0.0037,640877859,799746077,488574.602,900373.895,1388948.498,1356.395,48150000,268.655,2.884628,1.1557,0.0012,,,,,,,,Successfully connected to device.
