DeviceName,DeviceType,Serial Number,Product Number (PN),IP Address,Site,Total Interfaces,Up Links,Down Links,Access Port,UP Link Interfaces,Interface Types,Stack,Active PSU,Non Active PSU,Switch Topology,Switch Mode,PSU Count,PSU Model,Total Power Capacity,Power Output (W),Power Input (W),Energy Efficiency%,Power Consumption,Input Packets,Output Packets,RX (MB),TX (MB),Data Traffic Consumed (MB),Data Traffic Consumed (GB),Data Traffic Allocated (MB),Data Throughput per Watt (MB/W),DataTraffic Utilization%,Carbon Emission (kgCO₂),Carbon Emission (tonCO₂),HW End-of-Life (EoL),HW End-of-Support (EoS),HW Last Day of Support,HW Last Date of RFA,HW Security Support EoS,SW Maintenance EoL,SW Vulnerability Support EoS,Error Message,Carbon Emission (kgCO2)
ATA-CORESW,cisco_ios,FGE204719R6,C6807-XL,172.31.182.1,AlTaweelah,110,36,74,880,"GigabitEthernet1/1/1, GigabitEthernet1/1/2, GigabitEthernet1/1/3, TenGigabitEthernet1/3/1, TenGigabitEthernet1/3/2, TenGigabitEthernet1/3/5, TenGigabitEthernet1/4/1, TenGigabitEthernet1/4/2, TenGigabitEthernet1/4/3, GigabitEthernet2/1/1, TenGigabitEthernet2/3/1, TenGigabitEthernet2/3/2, TenGigabitEthernet2/3/3, TenGigabitEthernet2/4/1, TenGigabitEthernet2/4/2, TenGigabitEthernet2/4/3, Loopback0, Loopback2, Port-channel5, Port-channel10, Port-channel20, Port-channel33, Vlan1, Vlan2, Vlan3, Vlan4, Vlan6, Vlan7, Vlan8, Vlan9, Vlan10, Vlan69, Vlan91, Vlan92, Vlan187, Vlan190","15 Virtual, 48 Gigabit, 33 TenGigabit, 8 FortyGigabit",FALSE,2,0,,,2,C6800-XL-3KW-AC,6000,26957.84,68997.24,39.07,0.0056,7404833505,7297925676,6141596.513,6142601.21,12284197.72,11996.287,233100000,178.039,5.269926,10.8937,0.0109,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.,27.8818
CEUA1885-2I01R01SW01,cisco_xe,FCW2233C0GA,C9300-24P,172.31.71.25,AlTaweelah,42,7,35,24,"Vlan99, GigabitEthernet1/0/3, GigabitEthernet1/0/8, GigabitEthernet1/0/11, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",950,5808,15070,38.54,1.6011,13095587,12008983,5429.053,3983.106,9412.159,9.192,37530000,0.625,0.025079,2.347,0.0023,,,,,,,,Successfully connected to device.,6.0898
CEUA222610I01R01SW02,cisco_xe,FOC2234X14P,C9300-24P,172.31.35.35,AlTaweelah,42,6,36,24,"Vlan99, GigabitEthernet1/0/11, GigabitEthernet1/0/17, GigabitEthernet1/0/24, TenGigabitEthernet1/1/2, Port-channel25","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",950,5676,15070,37.66,26.1609,2486923,1528490,447.686,128.365,576.051,0.563,2520000,0.038,0.022859,2.2937,0.0023,,,,,,,,Successfully connected to device.,6.0898
BAUXITE_CRUSHING_SS,cisco_ios,FCW2052C0BE,WS-C3850-24P-L,172.31.182.36,AlTaweelah,36,9,27,24,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/4, GigabitEthernet1/0/22, GigabitEthernet1/0/24, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel20","2 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",715,5852,15730,37.2,0.0073,544781317,5186454059,215012.598,1938025.058,2153037.656,2102.576,38520000,136.875,5.589402,2.3648,0.0024,10/31/2019,10/30/2020,10/31/2025,10/30/2021,1/28/2025,10/30/2021,10/31/2025,Successfully connected to device.,6.3565
SECURITY_GATE_4,cisco_ios,FVH2740L626,C9300-24P,172.31.182.23,AlTaweelah,47,9,38,24,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, AppGigabitEthernet1/0/1, Port-channel13","3 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,5500,15730,34.97,0.0233,400834656,386271280,236964.987,436855.957,673820.944,658.028,38520000,42.837,1.749276,2.2226,0.0022,,,,,,,,Successfully connected to device.,6.3565
CEUA3-7170-02I01R01SW02,cisco_ios,FDO1653P12Z,WS-C3750X-24P-S,172.31.86.178,AlTaweelah,34,9,25,24,"Vlan1, Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/5, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/24","3 Virtual, 28 Gigabit, 2 TenGigabit",FALSE,1,0,Standalone,Power sharing,1,C3KX-PWR-715WAC,715,4884,14740,33.13,0.033,214132537,214598368,223519.099,223589.009,447108.108,436.629,2340000,30.333,19.107184,1.9736,0.002,10/31/2015,10/30/2016,10/31/2021,10/30/2017,1/28/2021,10/30/2017,10/30/2019,Successfully connected to device.,5.9564
Liquor_Filtration_SS,cisco_ios,FCW1935D0Q9,WS-C3850-24P-L,172.31.182.40,AlTaweelah,35,5,30,24,"Vlan1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, TenGigabitEthernet1/1/4, Port-channel24","28 Gigabit, 4 TenGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",950,4686,15070,31.09,0.7273,118609862,105327257,11196.479,9525.285,20721.764,20.236,20250000,1.375,0.10233,1.8936,0.0019,10/31/2019,10/30/2020,10/31/2025,10/30/2021,1/28/2025,10/30/2021,10/31/2025,Successfully connected to device.,6.0898
ATA-DIST,cisco_ios,FGE204618FS,C6807-XL,172.31.182.11,AlTaweelah,280,102,178,880,"GigabitEthernet1/1/2, GigabitEthernet1/1/3, GigabitEthernet1/1/4, GigabitEthernet1/1/7, GigabitEthernet1/1/8, GigabitEthernet1/1/11, GigabitEthernet1/1/12, TenGigabitEthernet1/2/2, TenGigabitEthernet1/2/3, TenGigabitEthernet1/2/4, TenGigabitEthernet1/2/5, TenGigabitEthernet1/2/6, TenGigabitEthernet1/2/7, TenGigabitEthernet1/2/8, TenGigabitEthernet1/2/9, TenGigabitEthernet1/2/10, TenGigabitEthernet1/2/11, TenGigabitEthernet1/2/12, TenGigabitEthernet1/2/13, TenGigabitEthernet1/2/15, TenGigabitEthernet1/3/1, TenGigabitEthernet1/3/2, TenGigabitEthernet1/3/3, TenGigabitEthernet1/3/4, TenGigabitEthernet1/5/1, TenGigabitEthernet1/5/2, TenGigabitEthernet1/5/3, TenGigabitEthernet1/5/4, TenGigabitEthernet1/5/5, TenGigabitEthernet1/5/6, TenGigabitEthernet1/5/7, TenGigabitEthernet1/5/8, TenGigabitEthernet1/5/9, TenGigabitEthernet1/5/10, TenGigabitEthernet1/5/11, TenGigabitEthernet1/5/12, TenGigabitEthernet1/5/13, TenGigabitEthernet1/5/14, TenGigabitEthernet1/5/16, GigabitEthernet2/1/2, GigabitEthernet2/1/3, GigabitEthernet2/1/7, GigabitEthernet2/1/11, GigabitEthernet2/1/12, TenGigabitEthernet2/2/1, TenGigabitEthernet2/2/2, TenGigabitEthernet2/2/3, TenGigabitEthernet2/2/4, TenGigabitEthernet2/2/5, TenGigabitEthernet2/2/6, TenGigabitEthernet2/2/8, TenGigabitEthernet2/2/9, TenGigabitEthernet2/2/10, TenGigabitEthernet2/2/11, TenGigabitEthernet2/2/12, TenGigabitEthernet2/2/13, TenGigabitEthernet2/2/15, TenGigabitEthernet2/3/1, TenGigabitEthernet2/3/2, TenGigabitEthernet2/3/3, TenGigabitEthernet2/3/4, TenGigabitEthernet2/5/1, TenGigabitEthernet2/5/2, TenGigabitEthernet2/5/3, TenGigabitEthernet2/5/4, TenGigabitEthernet2/5/5, TenGigabitEthernet2/5/6, TenGigabitEthernet2/5/9, TenGigabitEthernet2/5/10, TenGigabitEthernet2/5/11, TenGigabitEthernet2/5/12, TenGigabitEthernet2/5/13, TenGigabitEthernet2/5/14, TenGigabitEthernet2/5/16, Loopback0, Port-channel1, Port-channel2, Port-channel5, Port-channel11, Port-channel12, Port-channel13, Port-channel14, Port-channel15, Port-channel20, Port-channel21, Port-channel22, Port-channel23, Port-channel24, Port-channel25, Port-channel26, Port-channel27, Port-channel28, Port-channel29, Port-channel30, Port-channel31, Port-channel32, Port-channel33, Port-channel34, Port-channel35, Port-channel36, Port-channel50, Vlan1","2 Virtual, 97 Gigabit, 144 TenGigabit, 4 FortyGigabit",FALSE,4,0,,,4,C6800-XL-3KW-AC,12000,58556.16,193189.88,30.31,0.0132,7813915157,10527918245,7447417.795,7216572.963,14663990.76,14320.303,999540000,75.905,1.467074,23.6625,0.0237,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.,78.068
CEUA1884SECGT15SWT01,cisco_ios,FDO1931E1PC,WS-C3650-24PS,172.31.71.96,AlTaweelah,31,10,21,24,"Vlan99, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/20, GigabitEthernet1/0/23, GigabitEthernet1/1/4","2 Virtual, 28 Gigabit",FALSE,1,0,,,1,PWR-C2-640WAC,640,214,780,27.44,0.0035,121724671,125658848,110474.975,109388.943,219863.918,214.711,4500000,281.877,4.885865,0.0865,0.0001,10/31/2020,10/31/2021,10/31/2026,10/31/2022,1/29/2026,10/31/2022,10/31/2026,Successfully connected to device.,0.3152
CEUAPMOTRUCKSW,cisco_ios,FOC2042Y1ZJ,WS-C3560CX-12PD-S,172.31.27.110,AlTaweelah,20,8,12,12,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/15","2 Virtual, 16 Gigabit, 2 TenGigabit",,,,,,,Built-in,0,1923,7326,26.25,0.1257,42285890,41099343,29175.561,29086.53,58262.091,56.897,4320000,7.953,1.34866,0.7771,0.0008,5/1/2023,4/30/2024,4/30/2029,4/30/2025,7/29/2028,4/30/2025,4/30/2029,Successfully connected to device.,2.9604
OMB-PORTACABIN,cisco_ios,FDO2002I0WX,WS-C2960XR-24PS-I,172.31.86.53,AlTaweelah,31,18,13,24,"Vlan99, GigabitEthernet1/0/3, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/16, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26","2 Virtual, 28 Gigabit",FALSE,1,0,,,1,PWR-C2-640WAC,640,3239,13580,23.85,0.0829,93966915,151242595,53403.796,110329.726,163733.522,159.896,14130000,12.057,1.158765,1.3089,0.0013,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,5.4877
Bauxite_Grdg_Diges_SS,cisco_ios,FOC2125L5SP,WS-C3850-24P-L,172.31.182.37,AlTaweelah,45,24,21,24,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan5, Vlan6, Vlan7, Vlan8, Vlan10, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/20, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel21","10 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,4818,20240,23.8,0.0244,489893992,775437427,430810.962,400237.437,831048.4,811.571,44370000,41.06,1.872996,1.947,0.0019,10/31/2019,10/30/2020,10/31/2025,10/30/2021,1/28/2025,10/30/2021,10/31/2025,Successfully connected to device.,8.179
CEUA1885-1I01R01SW01-Ext,cisco_ios,FOC2229T3KH,WS-C3560CX-8PC-S,172.31.71.13,AlTaweelah,15,9,6,8,"Vlan99, GigabitEthernet0/1, GigabitEthernet0/2, GigabitEthernet0/3, GigabitEthernet0/4, GigabitEthernet0/7, GigabitEthernet0/8, GigabitEthernet0/11, Port-channel2","2 Virtual, 12 Gigabit",,,,,,,Built-in,0,1554,7326,21.21,0.6214,15504798,13414921,7047.435,4741.733,11789.168,11.513,7650000,1.609,0.154107,0.628,0.0006,5/1/2023,4/30/2024,4/30/2029,4/30/2025,7/29/2028,4/30/2025,4/30/2029,Successfully connected to device.,2.9604
SHIPUNLOADER-2,cisco_ios,FOC2051Y2WK,WS-C2960CX-8PC-L,172.31.35.53,AlTaweelah,23,6,17,8,"Vlan99, GigabitEthernet0/2, GigabitEthernet0/6, GigabitEthernet0/7, GigabitEthernet0/8, GigabitEthernet0/12","11 Virtual, 12 Gigabit",,,,,,,Built-in,0,1100,7326,15.02,0.0102,517231122,517636020,360446.774,360960.149,721406.923,704.499,3330000,98.472,21.663872,0.4445,0.0004,5/1/2023,4/30/2024,4/30/2029,4/30/2025,7/29/2028,4/30/2025,4/30/2029,Successfully connected to device.,2.9604
CEUA8KB11IDF1R1SW1,cisco_ios,FDO2035B0A1,WS-C2960XR-48FPD-I,172.31.30.33,AlTaweelah,56,23,33,48,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/12, GigabitEthernet1/0/14, GigabitEthernet1/0/23, GigabitEthernet1/0/25, GigabitEthernet1/0/29, GigabitEthernet1/0/32, GigabitEthernet1/0/34, GigabitEthernet1/0/37, GigabitEthernet1/0/41, GigabitEthernet1/0/42, TenGigabitEthernet1/0/1, TenGigabitEthernet1/0/2, Port-channel38","2 Virtual, 50 Gigabit, 2 TenGigabit",FALSE,1,1,,,2,PWR-C2-1025WAC,2050,3303,22050,14.98,0.5177,49512927,41439485,26336.049,16255.393,42591.441,41.593,51120000,1.932,0.083317,1.3347,0.0013,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,8.9104
CEUA1884-4I01R01SW02,cisco_ios,FDO1951I04X,WS-C2960XR-48FPS-I,172.31.86.35,AlTaweelah,55,23,32,48,"Vlan99, GigabitEthernet1/0/8, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/24, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/36, GigabitEthernet1/0/38, GigabitEthernet1/0/45, GigabitEthernet1/0/47, GigabitEthernet1/0/48, GigabitEthernet1/0/50","2 Virtual, 52 Gigabit",FALSE,1,0,,,1,PWR-C2-1025WAC,1025,3265,22050,14.81,0.0329,288933574,294818794,334833.041,334567.352,669400.392,653.711,15390000,30.358,4.34958,1.3194,0.0013,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,8.9104
CEUA8KB10GDIDF1R1SW1,cisco_ios,FDO2035B0SS,WS-C2960XR-48FPD-I,172.31.30.12,AlTaweelah,109,49,60,48,"Vlan191, Vlan1000, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/38, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/0/1, TenGigabitEthernet1/0/2, GigabitEthernet2/0/2, GigabitEthernet2/0/4, GigabitEthernet2/0/7, GigabitEthernet2/0/9, GigabitEthernet2/0/11, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/46, GigabitEthernet2/0/47, Port-channel36","3 Virtual, 100 Gigabit, 4 TenGigabit",TRUE,4,0,,,4,PWR-C2-1025WAC,4100,6139,44100,13.92,0.3421,113745954,107829802,63515.943,65401.358,128917.3,125.896,66618000,2.923,0.193517,2.4808,0.0025,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,17.8208
CEUA8KB7IDF1R1SW1,cisco_ios,FDO2035B0N8,WS-C2960XR-48FPD-I,172.31.30.20,AlTaweelah,56,31,25,48,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/19, GigabitEthernet1/0/21, GigabitEthernet1/0/23, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/30, GigabitEthernet1/0/34, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, TenGigabitEthernet1/0/1, TenGigabitEthernet1/0/2, Port-channel34","2 Virtual, 50 Gigabit, 2 TenGigabit",FALSE,2,0,,,2,PWR-C2-1025WAC,2050,6019,44100,13.65,0.0675,458559501,458359065,290384.818,363430.68,653815.497,638.492,56700000,14.826,1.153114,2.4323,0.0024,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,17.8208
CEUA8KB6IDF1R1SW1,cisco_ios,FDO2035B0RV,WS-C2960XR-48FPD-I,172.31.30.30,AlTaweelah,56,16,40,48,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/7, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/44, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/0/1, TenGigabitEthernet1/0/2, Port-channel32","2 Virtual, 50 Gigabit, 2 TenGigabit",FALSE,1,1,,,2,PWR-C2-1025WAC,2050,2662,22050,12.07,0.1033,123475084,127532556,87794.771,125667.293,213462.064,208.459,41580000,9.681,0.513377,1.0757,0.0011,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,8.9104
CEUA7231-01I01R01SW1,cisco_ios,FDO2002I0U6,WS-C2960XR-24PS-I,172.31.86.56,AlTaweelah,32,11,21,24,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/23, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, Port-channel1","2 Virtual, 28 Gigabit",FALSE,1,0,,,1,PWR-C2-640WAC,640,1607,13580,11.83,0.0531,146666147,184275007,95464.779,160162.655,255627.434,249.636,9459000,18.824,2.702478,0.6494,0.0006,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,5.4877
CEUA8KGT2R01SW01,cisco_ios,FDO2035B0T4,WS-C2960XR-48FPD-I,172.31.30.34,AlTaweelah,56,17,39,48,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/7, GigabitEthernet1/0/9, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/0/1, TenGigabitEthernet1/0/2, Port-channel41","2 Virtual, 50 Gigabit, 2 TenGigabit",FALSE,1,1,,,2,PWR-C2-1025WAC,2050,2336,22050,10.59,0.0199,508099760,662385094,388380.292,721464.828,1109845.12,1083.833,41670000,50.333,2.663415,0.944,0.0009,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,8.9104
CEUA1842I01R04SW01,cisco_ios,FDO1824B267,WS-C2960XR-48LPS-I,172.31.24.140,AlTaweelah,56,2,54,48,"Vlan1000, GigabitEthernet1/0/48","2 Virtual, 52 Gigabit",FALSE,1,0,,,1,PWR-C2-640WAC,640,1080,13580,7.95,45.3556,2870803,188625,247.28,52.132,299.412,0.292,1350000,0.022,0.022179,0.4364,0.0004,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,5.4877
CEUA8KB2IDF1R1SW1,cisco_ios,FDO2035B0T8,WS-C2960XR-48FPD-I,172.31.30.31,AlTaweelah,56,15,41,48,"Vlan1000, GigabitEthernet1/0/25, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, TenGigabitEthernet1/0/1, TenGigabitEthernet1/0/2, Port-channel33","2 Virtual, 50 Gigabit, 2 TenGigabit",FALSE,2,0,,,2,PWR-C2-1025WAC,2050,3421,44100,7.76,2.6732,22144899,17463018,9780.997,6716.002,16496.999,16.11,41490000,0.374,0.039761,1.3824,0.0014,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,17.8208
CUEA223610I01R01SW01,cisco_ios,FDO2035B0NJ,WS-C2960XR-48FPD-I,172.31.35.37,AlTaweelah,56,7,49,48,"Vlan99, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/48, GigabitEthernet1/0/49, GigabitEthernet1/0/50, Port-channel27","2 Virtual, 50 Gigabit, 2 TenGigabit",FALSE,1,1,,,2,PWR-C2-1025WAC,2050,1662,22050,7.54,33.084,2946600,582395,535.282,131.203,666.486,0.651,5130000,0.03,0.012992,0.6716,0.0007,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,8.9104
CEUA8KB1IDF1R1SW1,cisco_ios,FDO2035B0T5,WS-C2960XR-48FPD-I,172.31.30.11,AlTaweelah,212,43,169,48,"Vlan1000, GigabitEthernet1/0/7, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/0/1, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/8, GigabitEthernet2/0/10, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/19, GigabitEthernet2/0/20, GigabitEthernet2/0/22, GigabitEthernet2/0/23, GigabitEthernet2/0/34, GigabitEthernet2/0/39, GigabitEthernet3/0/1, GigabitEthernet3/0/2, GigabitEthernet3/0/3, GigabitEthernet3/0/4, GigabitEthernet3/0/42, GigabitEthernet3/0/43, GigabitEthernet3/0/44, GigabitEthernet3/0/45, GigabitEthernet3/0/46, GigabitEthernet3/0/47, TenGigabitEthernet3/0/1, Port-channel31","2 Virtual, 200 Gigabit, 8 TenGigabit",TRUE,4,0,,,4,PWR-C2-1025WAC,4100,2907,44100,6.59,0.0415,580227939,664874081,392902.769,668892.341,1061795.11,1036.909,53568000,24.077,1.982144,1.1747,0.0012,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,17.8208
CEUA8KB12IDF1R1SW1,cisco_ios,FDO2035B0SB,WS-C2960XR-48FPD-I,172.31.30.25,AlTaweelah,56,10,46,48,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/4, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/45, TenGigabitEthernet1/0/1, Port-channel39","2 Virtual, 50 Gigabit, 2 TenGigabit",FALSE,2,0,,,2,PWR-C2-1025WAC,2050,2336,44100,5.3,67.7862,2453096,4270501,271.942,378.634,650.575,0.635,19890000,0.015,0.003271,0.944,0.0009,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,17.8208
CEUA8KB8IDF1R1SW1,cisco_ios,FDO2035B0NF,WS-C2960XR-48FPD-I,172.31.30.32,AlTaweelah,56,8,48,48,"Vlan1000, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, TenGigabitEthernet1/0/1, TenGigabitEthernet1/0/2, Port-channel37","2 Virtual, 50 Gigabit, 2 TenGigabit",FALSE,2,0,,,2,PWR-C2-1025WAC,2050,1000,44100,2.27,44.0232,2491920,3842178,398.024,603.72,1001.744,0.978,36810000,0.023,0.002721,0.4041,0.0004,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,17.8208
ATA-EPCM-3,cisco_ios,FDO1927F0FT,WS-C3750X-48P-S,172.31.182.68,AlTaweelah,,,,48,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/31/2015,10/30/2016,10/31/2021,10/30/2017,1/28/2021,10/30/2017,10/30/2019,Failed to establish connection.,0
