DeviceName,DeviceType,Serial Number,Product Number (PN),IP Address,Site,Total Interfaces,Up Links,Down Links,Access Port,UP Link Interfaces,Interface Types,Stack,Active PSU,Non Active PSU,Switch Topology,Switch Mode,PSU Count,PSU Model,Total Power Capacity,Power Output (W),Power Input (W),Energy Efficiency%,Power Consumption,Input Packets,Output Packets,RX (MB),TX (MB),Data Traffic Consumed (MB),Data Traffic Consumed (GB),Data Traffic Allocated (MB),Data Throughput per Watt (MB/W),DataTraffic Utilization%,Carbon Emission (kgCO₂),Carbon Emission (tonCO₂),HW End-of-Life (EoL),HW End-of-Support (EoS),HW Last Day of Support,HW Last Date of RFA,HW Security Support EoS,SW Maintenance EoL,SW Vulnerability Support EoS,Error Message,Carbon Emission (kgCO2)
Calcination_SS,cisco_ios,FCW2052C04C,WS-C3850-24P,172.31.182.43,AlTaweelah,36,14,22,24,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/9, GigabitEthernet1/0/14, GigabitEthernet1/0/16, GigabitEthernet1/0/22, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel27","2 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",950,15070,15070,100,0.0243,268568270,417305887,210387.336,410004.373,620391.709,605.851,38970000,41.167,1.591973,6.0898,0.0061,,,,,,,,Successfully connected to device.,6.0898
Ship_Unloader3,cisco_ios,FCW2052D0AC,WS-C3850-24P,172.31.35.52,AlTaweelah,45,14,31,24,"Vlan2, Vlan3, Vlan4, Vlan5, Vlan6, Vlan7, Vlan8, Vlan10, Vlan99, GigabitEthernet1/0/4, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/1/1, GigabitEthernet1/1/2","11 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",950,15070,15070,100,0.0238,397452676,399411518,316270.648,316566.435,632837.083,618.005,7740000,41.993,8.17619,6.0898,0.0061,,,,,,,,Successfully connected to device.,6.0898
CEUA3-2311-CPI01R01SW01,cisco_ios,FOC2235U0J6,WS-C3850-12S-S,172.31.35.90,AlTaweelah,54,26,28,12,"Vlan99, Vlan100, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/12, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/9, GigabitEthernet2/0/10, GigabitEthernet2/0/12, Port-channel2, Port-channel3, Port-channel4, Port-channel5, Port-channel7, Port-channel8, Port-channel9, Port-channel30","3 Virtual, 32 Gigabit, 8 TenGigabit",TRUE,3,1,Standalone,Power sharing,4,"Unknown,PWR-C1-350WAC",1285,8800,8800,100,0.0185,251166514,284229319,207448.291,269293.426,476741.717,465.568,28800000,54.175,1.655353,3.5561,0.0036,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.,3.5561
Hydrate_Class_Pre,cisco_ios,FCW2052F0AT,WS-C3850-24P,172.31.182.42,AlTaweelah,36,9,27,24,"Vlan1, GigabitEthernet1/0/3, GigabitEthernet1/0/9, GigabitEthernet1/0/12, GigabitEthernet1/0/22, GigabitEthernet1/0/23, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel26","2 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,20240,20240,100,0.0151,126840819,14170157347,13410.112,1324538.209,1337948.32,1306.59,38520000,66.104,3.473386,8.179,0.0082,,,,,,,,Successfully connected to device.,8.179
Mud_Filtration_SS,cisco_ios,FCW2052F0AW,WS-C3850-24P,172.31.182.39,AlTaweelah,44,22,22,24,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan5, Vlan6, Vlan7, Vlan8, Vlan10, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/22, GigabitEthernet1/1/1, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel23","10 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,20240,20240,100,0.0149,698330491,759984591,555471.702,801930.406,1357402.109,1325.588,43294500,67.065,3.135276,8.179,0.0082,,,,,,,,Successfully connected to device.,8.179
ATA_ACCESS_GATE,cisco_ios,FOC2052X0DC,WS-C3850-24P,172.31.182.21,AlTaweelah,44,25,19,24,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan6, Vlan7, Vlan8, Vlan10, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/12, GigabitEthernet1/0/14, GigabitEthernet1/0/21, GigabitEthernet1/1/1, GigabitEthernet1/1/2, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel11","10 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",950,15070,15070,100,0.0114,758516944,818603493,511103.247,809648.16,1320751.407,1289.796,48150000,87.641,2.742994,6.0898,0.0061,,,,,,,,Successfully connected to device.,6.0898
CEUDEPMOI01R1SW1,cisco_ios,FOC2235X0Q1,WS-C3850-12S-S,172.31.16.4,AlTaweelah,81,49,32,12,"Vlan62, Vlan63, Vlan82, Vlan83, Vlan144, Vlan145, Vlan146, Vlan147, Vlan159, Vlan170, Vlan171, Vlan187, Vlan188, Vlan190, Vlan208, Vlan209, Vlan210, Vlan211, Vlan212, Vlan213, Vlan214, Vlan217, Vlan218, Vlan249, Vlan500, Vlan1000, Vlan2000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/1/1, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/7, Port-channel11, Port-channel12, Port-channel42, Loopback0, Loopback1, Loopback2","34 Virtual, 32 Gigabit, 8 TenGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-350WAC,1400,10120,10120,100,0.0034,2219205659,2051849008,1543060.943,1459755.35,3002816.294,2932.438,42750000,296.721,7.024132,4.0895,0.0041,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.,4.0895
CUEA242610I01R01SW02,cisco_ios,FCW2235C0SW,WS-C3850-12S-S,172.31.35.28,AlTaweelah,55,32,23,12,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, TenGigabitEthernet1/1/3, GigabitEthernet2/0/1, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/9, GigabitEthernet2/0/10, GigabitEthernet2/0/11, Port-channel21, Port-channel22, Port-channel23, Port-channel24, Port-channel25, Port-channel26, Port-channel27, Port-channel28, Port-channel29, Port-channel30, Port-channel31","2 Virtual, 32 Gigabit, 8 TenGigabit",TRUE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,8800,8800,100,0.003,1708672421,1362412304,1897403.346,1002077.897,2899481.243,2831.525,42750000,329.487,6.782412,3.5561,0.0036,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.,3.5561
MUD_WASHING_SS,cisco_ios,FCW2052D08G,WS-C3850-24P,172.31.182.38,AlTaweelah,35,7,28,24,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/16, GigabitEthernet1/0/22, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel22","28 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,20240,20240,100,0.0013,10731812343,1.60318E+11,1042480.056,14242672.18,15285152.23,14926.906,38340000,755.195,39.867377,8.179,0.0082,,,,,,,,Successfully connected to device.,8.179
079_GF_SW1,cisco_ios,FDO1927F0GF,WS-C3750X-48P-S,172.31.182.48,AlTaweelah,60,32,28,48,"Vlan1, Vlan10, GigabitEthernet1/0/1, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/6, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/16, GigabitEthernet1/0/18, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/26, GigabitEthernet1/0/28, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/36, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/1/4","3 Virtual, 52 Gigabit, 2 TenGigabit",FALSE,1,1,Standalone,Power sharing,2,"C3KX-PWR-715WAC,UNKNOWN",715,11990,14806,80.98,0.0674,135264291,1057301439,65049.404,154505.346,219554.75,214.409,24660000,14.829,0.890327,4.8452,0.0048,10/31/2015,10/30/2016,10/31/2021,10/30/2017,1/28/2021,10/30/2017,10/30/2019,Successfully connected to device.,5.9831
CEUC7430I01R01SW01,cisco_ios,FGE22164ED9,C6807-XL,172.31.0.4,AlTaweelah,270,202,68,880,"TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, TenGigabitEthernet1/1/4, TenGigabitEthernet1/1/6, TenGigabitEthernet1/1/7, TenGigabitEthernet1/1/9, TenGigabitEthernet1/1/10, TenGigabitEthernet1/1/11, TenGigabitEthernet1/1/12, TenGigabitEthernet1/1/13, TenGigabitEthernet1/1/14, TenGigabitEthernet1/1/15, TenGigabitEthernet1/1/16, TenGigabitEthernet1/1/17, TenGigabitEthernet1/1/18, TenGigabitEthernet1/1/19, TenGigabitEthernet1/1/20, TenGigabitEthernet1/1/22, TenGigabitEthernet1/1/23, TenGigabitEthernet1/1/24, TenGigabitEthernet1/1/25, TenGigabitEthernet1/1/26, TenGigabitEthernet1/1/27, TenGigabitEthernet1/1/28, TenGigabitEthernet1/1/29, TenGigabitEthernet1/1/31, TenGigabitEthernet1/1/32, TenGigabitEthernet1/2/6, TenGigabitEthernet1/2/7, TenGigabitEthernet1/2/8, TenGigabitEthernet1/2/9, TenGigabitEthernet1/2/10, TenGigabitEthernet1/2/11, TenGigabitEthernet1/2/12, TenGigabitEthernet1/2/13, TenGigabitEthernet1/2/14, TenGigabitEthernet1/2/15, TenGigabitEthernet1/2/16, TenGigabitEthernet1/2/19, TenGigabitEthernet1/2/20, TenGigabitEthernet1/2/21, TenGigabitEthernet1/2/23, TenGigabitEthernet1/2/24, TenGigabitEthernet1/2/32, TenGigabitEthernet1/3/1, TenGigabitEthernet1/3/2, TenGigabitEthernet1/3/3, TenGigabitEthernet1/3/4, TenGigabitEthernet2/1/1, TenGigabitEthernet2/1/4, TenGigabitEthernet2/1/6, TenGigabitEthernet2/1/7, TenGigabitEthernet2/1/8, TenGigabitEthernet2/1/9, TenGigabitEthernet2/1/10, TenGigabitEthernet2/1/11, TenGigabitEthernet2/1/12, TenGigabitEthernet2/1/13, TenGigabitEthernet2/1/14, TenGigabitEthernet2/1/15, TenGigabitEthernet2/1/16, TenGigabitEthernet2/1/17, TenGigabitEthernet2/1/18, TenGigabitEthernet2/1/19, TenGigabitEthernet2/1/20, TenGigabitEthernet2/1/22, TenGigabitEthernet2/1/23, TenGigabitEthernet2/1/24, TenGigabitEthernet2/1/25, TenGigabitEthernet2/1/26, TenGigabitEthernet2/1/27, TenGigabitEthernet2/1/28, TenGigabitEthernet2/1/29, TenGigabitEthernet2/1/31, TenGigabitEthernet2/1/32, TenGigabitEthernet2/2/8, TenGigabitEthernet2/2/9, TenGigabitEthernet2/2/10, TenGigabitEthernet2/2/11, TenGigabitEthernet2/2/12, TenGigabitEthernet2/2/13, TenGigabitEthernet2/2/14, TenGigabitEthernet2/2/15, TenGigabitEthernet2/2/18, TenGigabitEthernet2/2/19, TenGigabitEthernet2/2/20, TenGigabitEthernet2/2/21, TenGigabitEthernet2/2/23, TenGigabitEthernet2/2/25, TenGigabitEthernet2/2/26, TenGigabitEthernet2/2/32, TenGigabitEthernet2/3/1, TenGigabitEthernet2/3/2, TenGigabitEthernet2/3/3, TenGigabitEthernet2/3/4, Loopback0, Loopback2, Port-channel1, Port-channel2, Port-channel3, Port-channel4, Port-channel6, Port-channel11, Port-channel12, Port-channel13, Port-channel14, Port-channel15, Port-channel16, Port-channel22, Port-channel25, Port-channel37, Port-channel38, Port-channel51, Port-channel101, Port-channel102, Port-channel203, Port-channel204, Port-channel205, Port-channel206, Port-channel208, Port-channel213, Port-channel215, Port-channel216, Port-channel218, Port-channel219, Port-channel220, Port-channel222, Port-channel223, Port-channel224, Port-channel225, Port-channel226, Port-channel227, Port-channel228, Port-channel229, Vlan67, Vlan87, Vlan97, Vlan99, Vlan100, Vlan101, Vlan102, Vlan103, Vlan104, Vlan105, Vlan106, Vlan107, Vlan108, Vlan111, Vlan112, Vlan113, Vlan114, Vlan115, Vlan116, Vlan119, Vlan120, Vlan121, Vlan122, Vlan123, Vlan130, Vlan131, Vlan134, Vlan136, Vlan137, Vlan138, Vlan139, Vlan140, Vlan141, Vlan142, Vlan143, Vlan187, Vlan190, Vlan301, Vlan302, Vlan303, Vlan304, Vlan305, Vlan306, Vlan308, Vlan311, Vlan312, Vlan313, Vlan314, Vlan315, Vlan316, Vlan319, Vlan320, Vlan321, Vlan322, Vlan323, Vlan330, Vlan331, Vlan333, Vlan334, Vlan336, Vlan337, Vlan338, Vlan500, Vlan510, Vlan515, Vlan520, Vlan521, Vlan700","79 Virtual, 144 TenGigabit, 4 FortyGigabit",FALSE,2,0,,,2,C6800-XL-3KW-AC,6000,49251.28,68997.24,71.38,0.0016,22172338145,23833921399,20637187.71,22594282.8,43231470.5,42218.233,837000000,626.568,5.16505,19.9024,0.0199,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.,27.8818
CEUC6320I01R01SW01,cisco_ios,FGE22164EFV,C6807-XL,172.31.0.3,AlTaweelah,217,137,80,880,"TenGigabitEthernet1/1/2, TenGigabitEthernet1/1/6, TenGigabitEthernet1/1/7, TenGigabitEthernet1/1/8, TenGigabitEthernet1/1/9, TenGigabitEthernet1/1/10, TenGigabitEthernet1/1/11, TenGigabitEthernet1/1/12, TenGigabitEthernet1/1/13, TenGigabitEthernet1/1/14, TenGigabitEthernet1/1/15, TenGigabitEthernet1/1/17, TenGigabitEthernet1/1/18, TenGigabitEthernet1/1/21, TenGigabitEthernet1/1/22, TenGigabitEthernet1/1/23, TenGigabitEthernet1/1/24, TenGigabitEthernet1/1/25, TenGigabitEthernet1/1/26, TenGigabitEthernet1/1/27, TenGigabitEthernet1/1/29, TenGigabitEthernet1/1/31, TenGigabitEthernet1/1/32, TenGigabitEthernet1/2/1, TenGigabitEthernet1/2/2, TenGigabitEthernet1/2/3, TenGigabitEthernet1/2/32, TenGigabitEthernet1/3/1, TenGigabitEthernet1/3/2, TenGigabitEthernet1/3/3, TenGigabitEthernet1/3/4, TenGigabitEthernet2/1/1, TenGigabitEthernet2/1/2, TenGigabitEthernet2/1/4, TenGigabitEthernet2/1/5, TenGigabitEthernet2/1/6, TenGigabitEthernet2/1/7, TenGigabitEthernet2/1/8, TenGigabitEthernet2/1/10, TenGigabitEthernet2/1/11, TenGigabitEthernet2/1/12, TenGigabitEthernet2/1/13, TenGigabitEthernet2/1/14, TenGigabitEthernet2/1/16, TenGigabitEthernet2/1/17, TenGigabitEthernet2/1/18, TenGigabitEthernet2/1/21, TenGigabitEthernet2/1/22, TenGigabitEthernet2/1/23, TenGigabitEthernet2/1/24, TenGigabitEthernet2/1/25, TenGigabitEthernet2/1/26, TenGigabitEthernet2/1/27, TenGigabitEthernet2/1/29, TenGigabitEthernet2/1/30, TenGigabitEthernet2/1/31, TenGigabitEthernet2/1/32, TenGigabitEthernet2/3/1, TenGigabitEthernet2/3/2, TenGigabitEthernet2/3/3, TenGigabitEthernet2/3/4, TenGigabitEthernet2/3/8, Loopback0, Loopback2, Port-channel1, Port-channel5, Port-channel11, Port-channel12, Port-channel13, Port-channel14, Port-channel15, Port-channel19, Port-channel20, Port-channel36, Port-channel37, Port-channel38, Port-channel101, Port-channel102, Port-channel202, Port-channel204, Port-channel207, Port-channel208, Port-channel211, Port-channel213, Port-channel214, Port-channel215, Port-channel216, Port-channel217, Port-channel218, Vlan66, Vlan86, Vlan96, Vlan99, Vlan102, Vlan103, Vlan104, Vlan105, Vlan106, Vlan107, Vlan111, Vlan112, Vlan113, Vlan114, Vlan115, Vlan116, Vlan120, Vlan121, Vlan123, Vlan124, Vlan125, Vlan140, Vlan141, Vlan142, Vlan187, Vlan190, Vlan302, Vlan303, Vlan304, Vlan305, Vlan306, Vlan307, Vlan311, Vlan312, Vlan313, Vlan314, Vlan315, Vlan316, Vlan320, Vlan321, Vlan323, Vlan324, Vlan325, Vlan500, Vlan520, Vlan521, Vlan700, Vlan2000","60 Virtual, 144 TenGigabit, 2 FortyGigabit",FALSE,2,0,,,2,C6800-XL-3KW-AC,6000,49251.28,68997.24,71.38,0.001,36300129610,37247520127,32747555.4,34963436.93,67710992.33,66124.016,657000000,981.358,10.306087,19.9024,0.0199,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.,27.8818
CEUA1885-1I01R01SW01,cisco_xe,FCW2234G10Z,C9300-48U,172.31.71.14,AlTaweelah,111,51,60,48,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, TenGigabitEthernet1/1/3, AppGigabitEthernet1/0/1, Port-channel1, Port-channel2","2 Virtual, 80 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC,Unknown",1100,14982,24200,61.91,0.0402,414900055,480784285,304180.776,297695.116,601875.892,587.769,43029000,24.871,1.398768,6.0542,0.0061,,,,,,,,Successfully connected to device.,9.7792
CEUAEPMOI4R1SW01,cisco_ios,FCW2234E0JZ,C9300-48U,172.31.27.71,AlTaweelah,69,39,30,48,"Vlan1000, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/21, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/29, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/4, AppGigabitEthernet1/0/1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC,Unknown",1100,3212,5346,60.08,0.089,62741345,64904938,29822.499,30217.373,60039.873,58.633,24849000,11.231,0.241619,1.298,0.0013,,,,,,,,Successfully connected to device.,2.1603
CEUA6420-02I01R01SW01,cisco_xe,FCW2239S0G3,C9300-48U,172.31.35.15,AlTaweelah,69,36,33,48,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/35, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/42, GigabitEthernet1/0/44, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3174,5346,59.37,0.0162,227780578,183092934,182841.934,147664.964,330506.898,322.761,53910000,61.823,0.613072,1.2826,0.0013,,,,,,,,Successfully connected to device.,2.1603
